date,time,currency,impact,event,actual,forecast,previous
May 2,2:30pm,CHF,yellow,Manufacturing PMI,41.4,45.5,45.2
May 2,2:45pm,EUR,yellow,Italian Manufacturing PMI,47.3,50.3,50.4
May 2,2:50pm,EUR,yellow,French Final Manufacturing PMI,45.3,44.9,44.9
May 2,2:55pm,EUR,yellow,German Final Manufacturing PMI,42.5,42.2,42.2
May 2,3:00pm,EUR,yellow,Final Manufacturing PMI,45.7,45.6,45.6
May 2,3:58pm,EUR,yellow,French 10-y Bond Auction,3.03|2.2,N/A,2.87|1.9
May 2,6:30pm,USD,yellow,Challenger Job Cuts y/y,-3.3%,N/A,0.7%
May 2,7:30pm,CAD,yellow,Trade Balance,-2.3B,1.1B,0.5B
May 2,7:30pm,USD,red,Unemployment Claims,208K,212K,208K
May 2,7:30pm,USD,yellow,Prelim Nonfarm Productivity q/q,0.3%,0.8%,3.5%
May 2,7:30pm,USD,yellow,Prelim Unit Labor Costs q/q,4.7%,3.6%,0.4%
May 2,7:30pm,USD,yellow,Trade Balance,-69.4B,-69.5B,-69.5B
May 2,7:45pm,CAD,red,BOC Gov Macklem Speaks,N/A,N/A,N/A
May 2,9:00pm,USD,yellow,Factory Orders m/m,1.6%,1.6%,1.2%
May 2,9:30pm,USD,yellow,Natural Gas Storage,59B,68B,92B
May 3,All Day,JPY,gray,Bank Holiday,N/A,N/A,N/A
May 3,All Day,CNY,gray,Bank Holiday,N/A,N/A,N/A
May 3,1:45pm,EUR,yellow,French Gov Budget Balance,-52.8B,N/A,-44.0B
May 3,1:45pm,EUR,yellow,French Industrial Production m/m,-0.3%,0.3%,0.2%
May 3,3:00pm,EUR,yellow,Italian Monthly Unemployment Rate,7.2%,7.5%,7.4%
May 3,3:30pm,GBP,yellow,Final Services PMI,55.0,54.9,54.9
May 3,4:00pm,EUR,yellow,Unemployment Rate,6.5%,6.5%,6.5%
May 3,7:30pm,USD,red,Average Hourly Earnings m/m,0.2%,0.3%,0.3%
May 3,7:30pm,USD,red,Non-Farm Employment Change,175K,238K,315K
May 3,7:30pm,USD,red,Unemployment Rate,3.9%,3.8%,3.8%
May 3,8:45pm,USD,orange,Final Services PMI,51.3,50.9,50.9
May 3,8:45pm,USD,yellow,FOMC Member Bowman Speaks,N/A,N/A,N/A
May 3,9:00pm,USD,red,ISM Services PMI,49.4,52.0,51.4
May 4,7:15am,USD,yellow,FOMC Member Williams Speaks,N/A,N/A,N/A
May 4,8:20pm,USD,yellow,FOMC Member Cook Speaks,N/A,N/A,N/A
May 6,All Day,JPY,gray,Bank Holiday,N/A,N/A,N/A
May 6,8:00am,AUD,yellow,MI Inflation Gauge m/m,0.1%,N/A,0.1%
May 6,8:00am,NZD,yellow,ANZ Commodity Prices m/m,0.5%,N/A,-1.3%
May 6,8:30am,AUD,yellow,ANZ Job Advertisements m/m,2.8%,N/A,-1.0%
May 6,8:45am,CNY,yellow,Caixin Services PMI,52.5,52.5,52.7
May 6,2:00pm,EUR,yellow,Spanish Unemployment Change,-60.5K,-74.5K,-33.4K
May 6,All Day,GBP,gray,Bank Holiday,N/A,N/A,N/A
May 6,2:15pm,EUR,yellow,Spanish Services PMI,56.2,56.0,56.1
May 6,2:45pm,EUR,yellow,Italian Services PMI,54.3,54.7,54.6
May 6,2:50pm,EUR,yellow,French Final Services PMI,51.3,50.5,50.5
May 6,2:55pm,EUR,yellow,German Final Services PMI,53.2,53.3,53.3
May 6,3:00pm,EUR,yellow,Final Services PMI,53.3,52.9,52.9
May 6,3:30pm,EUR,yellow,Sentix Investor Confidence,-3.6,-4.8,-5.9
May 6,4:00pm,EUR,yellow,PPI m/m,-0.4%,-0.4%,-1.1%
May 6,6:30pm,EUR,yellow,German Buba President Nagel Speaks,N/A,N/A,N/A
May 6,7:25pm,CHF,orange,SNB Chairman Jordan Speaks,N/A,N/A,N/A
May 6,11:50pm,USD,yellow,FOMC Member Barkin Speaks,N/A,N/A,N/A
May 7,12:00am,USD,yellow,FOMC Member Williams Speaks,N/A,N/A,N/A
May 7,1:00am,USD,yellow,Loan Officer Survey,N/A,N/A,N/A
May 7,6:01am,GBP,yellow,BRC Retail Sales Monitor y/y,-4.4%,1.8%,3.2%
May 7,11:30am,AUD,red,Cash Rate,4.35%,4.35%,4.35%
May 7,11:30am,AUD,red,RBA Monetary Policy Statement,N/A,N/A,N/A
May 7,11:30am,AUD,red,RBA Rate Statement,N/A,N/A,N/A
May 7,12:30pm,AUD,orange,RBA Press Conference,N/A,N/A,N/A
May 7,12:45pm,CHF,yellow,Unemployment Rate,2.3%,2.3%,2.3%
May 7,1:00pm,EUR,yellow,German Factory Orders m/m,-0.4%,0.4%,-0.8%
May 7,1:00pm,EUR,yellow,German Trade Balance,22.3B,22.4B,21.4B
May 7,1:00pm,GBP,yellow,Halifax HPI m/m,0.1%,0.2%,-0.9%
May 7,1:45pm,EUR,yellow,French Prelim Private Payrolls q/q,0.2%,0.0%,-0.1%
May 7,1:45pm,EUR,yellow,French Trade Balance,-5.5B,-5.0B,-5.6B
May 7,2:00pm,CHF,yellow,Foreign Currency Reserves,720B,N/A,716B
May 7,3:30pm,GBP,orange,Construction PMI,53.0,50.4,50.2
May 7,4:00pm,EUR,yellow,Retail Sales m/m,0.8%,0.6%,-0.3%
May 7,9:00pm,CAD,orange,Ivey PMI,63.0,58.1,57.5
May 7,9:00pm,EUR,yellow,German Buba President Nagel Speaks,N/A,N/A,N/A
May 7,9:06pm,USD,yellow,RCM/TIPP Economic Optimism,41.8,44.1,43.2
May 7,9:56pm,NZD,yellow,GDT Price Index,1.8%,N/A,0.1%
May 7,10:30pm,EUR,yellow,German Buba President Nagel Speaks,N/A,N/A,N/A
May 8,2:00am,USD,yellow,Consumer Credit m/m,6.3B,14.8B,15.0B
May 8,2:30am,CAD,yellow,Gov Council Member Rogers Speaks,N/A,N/A,N/A
May 8,10:35am,JPY,yellow,10-y Bond Auction,0.86|3.2,N/A,0.75|3.8
May 8,1:00pm,EUR,yellow,German Industrial Production m/m,-0.4%,-0.6%,1.7%
May 8,All Day,EUR,gray,French Bank Holiday,N/A,N/A,N/A
May 8,3:00pm,EUR,yellow,Italian Retail Sales m/m,0.0%,0.2%,0.1%
May 8,4:03pm,GBP,yellow,30-y Bond Auction,4.55|3.3,N/A,4.43|2.7
May 8,9:00pm,USD,yellow,Final Wholesale Inventories m/m,-0.4%,-0.4%,-0.4%
May 8,9:30pm,USD,yellow,Crude Oil Inventories,-1.4M,-1.0M,7.3M
May 8,10:00pm,USD,yellow,FOMC Member Jefferson Speaks,N/A,N/A,N/A
May 9,12:01am,USD,orange,10-y Bond Auction,4.48|2.5,N/A,4.56|2.3
May 9,12:30am,USD,yellow,FOMC Member Cook Speaks,N/A,N/A,N/A
May 9,6:01am,GBP,yellow,RICS House Price Balance,-5%,-2%,-5%
May 9,6:30am,JPY,yellow,Average Cash Earnings y/y,0.6%,1.5%,1.4%
May 9,6:50am,JPY,yellow,BOJ Summary of Opinions,N/A,N/A,N/A
May 9,10:06am,CNY,yellow,USD-Denominated Trade Balance,72.4B,81.4B,58.6B
May 9,10:07am,CNY,yellow,Trade Balance,513B,510B,416B
May 9,12:00pm,JPY,yellow,Leading Indicators,111.4%,111.3%,112.1%
May 9,All Day,CHF,gray,Bank Holiday,N/A,N/A,N/A
May 9,All Day,EUR,gray,French Bank Holiday,N/A,N/A,N/A
May 9,All Day,EUR,gray,German Bank Holiday,N/A,N/A,N/A
May 9,6:00pm,GBP,red,BOE Monetary Policy Report,N/A,N/A,N/A
May 9,6:00pm,GBP,red,Monetary Policy Summary,N/A,N/A,N/A
May 9,6:00pm,GBP,red,MPC Official Bank Rate Votes,0-2-7,0-0-9,0-1-8
May 9,6:00pm,GBP,red,Official Bank Rate,5.25%,5.25%,5.25%
May 9,6:30pm,GBP,red,BOE Gov Bailey Speaks,N/A,N/A,N/A
May 9,7:30pm,USD,red,Unemployment Claims,231K,212K,209K
May 9,9:00pm,CAD,yellow,BOC Financial System Review,N/A,N/A,N/A
May 9,9:30pm,USD,yellow,Natural Gas Storage,79B,87B,59B
May 9,10:00pm,CAD,red,BOC Gov Macklem Speaks,N/A,N/A,N/A
May 9,11:15pm,GBP,yellow,MPC Member Pill Speaks,N/A,N/A,N/A
May 10,12:01am,USD,red,30-y Bond Auction,4.64|2.4,N/A,4.67|2.4
May 10,1:00am,USD,yellow,FOMC Member Daly Speaks,N/A,N/A,N/A
May 10,5:30am,NZD,yellow,BusinessNZ Manufacturing Index,48.9,N/A,46.8
May 10,6:30am,JPY,yellow,Household Spending y/y,-1.2%,-2.3%,-0.5%
May 10,6:50am,JPY,yellow,Bank Lending y/y,3.1%,3.1%,3.2%
May 10,6:50am,JPY,yellow,Current Account,2.01T,2.04T,1.41T
May 10,10:35am,JPY,yellow,30-y Bond Auction,1.99|3.2,N/A,1.81|3.5
May 10,12:00pm,JPY,yellow,Economy Watchers Sentiment,47.4,50.4,49.8
May 10,1:00pm,GBP,red,GDP m/m,0.4%,0.1%,0.2%
May 10,1:00pm,GBP,orange,Prelim GDP q/q,0.6%,0.4%,-0.3%
May 10,1:00pm,GBP,yellow,Construction Output m/m,-0.4%,0.8%,-2.0%
May 10,1:00pm,GBP,yellow,Goods Trade Balance,-14.0B,-14.5B,-14.1B
May 10,1:00pm,GBP,yellow,Index of Services 3m/3m,0.7%,0.4%,0.3%
May 10,1:00pm,GBP,yellow,Industrial Production m/m,0.2%,-0.5%,1.0%
May 10,1:00pm,GBP,yellow,Manufacturing Production m/m,0.3%,-0.5%,1.2%
May 10,1:00pm,GBP,yellow,Prelim Business Investment q/q,0.9%,0.2%,1.4%
May 10,3:00pm,EUR,yellow,Italian Industrial Production m/m,-0.5%,0.3%,0.0%
May 10,6:15pm,GBP,yellow,MPC Member Pill Speaks,N/A,N/A,N/A
May 10,6:30pm,EUR,yellow,ECB Monetary Policy Meeting Accounts,N/A,N/A,N/A
May 10,6:40pm,GBP,yellow,NIESR GDP Estimate,0.7%,N/A,0.4%
May 10,6:45pm,GBP,yellow,MPC Member Dhingra Speaks,N/A,N/A,N/A
May 10,7:30pm,CAD,red,Employment Change,90.4K,20.9K,-2.2K
May 10,7:30pm,CAD,red,Unemployment Rate,6.1%,6.2%,6.1%
May 10,8:00pm,USD,yellow,FOMC Member Bowman Speaks,N/A,N/A,N/A
May 10,9:00pm,USD,red,Prelim UoM Consumer Sentiment,67.4,76.3,77.2
May 10,9:00pm,USD,orange,Prelim UoM Inflation Expectations,3.5%,N/A,3.2%
May 11,12:30am,USD,yellow,FOMC Member Barr Speaks,N/A,N/A,N/A
May 11,1:00am,USD,yellow,Federal Budget Balance,209.5B,244.5B,-236.5B
May 11,8:30am,CNY,orange,CPI y/y,0.3%,0.2%,0.1%
May 11,8:30am,CNY,orange,PPI y/y,-2.5%,-2.3%,-2.8%
May 11,4:35pm,CNY,yellow,M2 Money Supply y/y,7.2%,8.2%,8.3%
May 11,4:36pm,CNY,yellow,New Loans,730B,1200B,3090B
May 13,5:30am,NZD,yellow,BusinessNZ Services Index,47.1,N/A,47.2
May 13,5:45am,NZD,yellow,FPI m/m,0.6%,N/A,-0.5%
May 13,6:50am,JPY,yellow,M2 Money Stock y/y,2.2%,2.5%,2.5%
May 13,8:30am,AUD,yellow,NAB Business Confidence,1,N/A,1
May 13,10:00am,NZD,red,Inflation Expectations q/q,2.33%,N/A,2.50%
May 13,2:00pm,CHF,yellow,SECO Consumer Climate,-38,-40,-38
May 13,All Day,EUR,yellow,Eurogroup Meetings,N/A,N/A,N/A
May 13,7:30pm,CAD,yellow,Building Permits m/m,-11.7%,-4.6%,8.9%
May 13,8:00pm,USD,yellow,FOMC Member Jefferson Speaks,N/A,N/A,N/A
May 13,8:00pm,USD,yellow,FOMC Member Mester Speaks,N/A,N/A,N/A
May 13,8:45pm,USD,yellow,Cleveland Fed Inflation Expectations,3.8%,N/A,3.4%
May 13,11:45pm,CHF,orange,SNB Chairman Jordan Speaks,N/A,N/A,N/A
May 14,5:45am,NZD,yellow,Visitor Arrivals m/m,9.1%,N/A,1.6%
May 14,6:50am,JPY,yellow,PPI y/y,0.9%,0.9%,0.9%
May 14,12:58pm,JPY,yellow,Prelim Machine Tool Orders y/y,-11.6%,N/A,-3.8%
May 14,1:00pm,EUR,yellow,German Final CPI m/m,0.5%,0.5%,0.5%
May 14,1:00pm,GBP,red,Claimant Count Change,8.9K,13.9K,-2.4K
May 14,1:00pm,GBP,orange,Average Earnings Index 3m/y,5.7%,5.3%,5.7%
May 14,1:00pm,GBP,yellow,Unemployment Rate,4.3%,4.3%,4.2%
May 14,1:30pm,CHF,yellow,PPI m/m,0.6%,0.2%,0.1%
May 14,2:30pm,GBP,yellow,MPC Member Pill Speaks,N/A,N/A,N/A
May 14,4:00pm,EUR,yellow,ZEW Economic Sentiment,47.0,46.1,43.9
May 14,4:00pm,EUR,yellow,German ZEW Economic Sentiment,47.1,44.9,42.9
May 14,All Day,EUR,yellow,ECOFIN Meetings,N/A,N/A,N/A
May 14,4:30pm,AUD,yellow,Annual Budget Release,N/A,N/A,N/A
May 14,5:00pm,USD,yellow,NFIB Small Business Index,89.7,88.1,88.5
May 14,7:30pm,CAD,yellow,Wholesale Sales m/m,-1.1%,-0.9%,0.2%
May 14,7:30pm,USD,red,Core PPI m/m,0.5%,0.2%,-0.1%
May 14,7:30pm,USD,red,PPI m/m,0.5%,0.3%,-0.1%
May 14,8:10pm,USD,yellow,FOMC Member Cook Speaks,N/A,N/A,N/A
May 14,8:30pm,GBP,yellow,CB Leading Index m/m,-0.1%,N/A,-0.1%
May 14,9:00pm,USD,red,Fed Chair Powell Speaks,N/A,N/A,N/A
May 15,8:30am,AUD,red,Wage Price Index q/q,0.8%,0.9%,1.0%
May 15,1:45pm,EUR,yellow,French Final CPI m/m,0.5%,0.5%,0.5%
May 15,4:00pm,EUR,yellow,EU Economic Forecasts,N/A,N/A,N/A
May 15,4:00pm,EUR,yellow,Flash Employment Change q/q,0.3%,0.3%,0.3%
May 15,4:00pm,EUR,yellow,Flash GDP q/q,0.3%,0.3%,0.3%
May 15,4:00pm,EUR,yellow,Industrial Production m/m,0.6%,0.5%,1.0%
May 15,4:03pm,GBP,yellow,10-y Bond Auction,4.07|3.5,N/A,4.37|3.1
May 15,4:33pm,EUR,yellow,German 30-y Bond Auction,2.62|3.1,N/A,2.62|3.2
May 15,7:15pm,CAD,yellow,Housing Starts,240K,239K,242K
May 15,7:30pm,CAD,yellow,Manufacturing Sales m/m,-2.1%,-2.4%,0.9%
May 15,7:30pm,USD,red,Core CPI m/m,0.3%,0.3%,0.4%
May 15,7:30pm,USD,red,Core Retail Sales m/m,0.2%,0.2%,0.9%
May 15,7:30pm,USD,red,CPI m/m,0.3%,0.4%,0.4%
May 15,7:30pm,USD,red,CPI y/y,3.4%,3.4%,3.5%
May 15,7:30pm,USD,red,Empire State Manufacturing Index,-15.6,-9.9,-14.3
May 15,7:30pm,USD,red,Retail Sales m/m,0.0%,0.4%,0.6%
May 15,9:00pm,USD,yellow,Business Inventories m/m,-0.1%,0.0%,0.3%
May 15,9:00pm,USD,yellow,FOMC Member Barr Speaks,N/A,N/A,N/A
May 15,9:00pm,USD,yellow,NAHB Housing Market Index,45,51,51
May 15,9:30pm,AUD,yellow,CB Leading Index m/m,0.1%,N/A,0.1%
May 15,9:30pm,USD,yellow,Crude Oil Inventories,-2.5M,-0.4M,-1.4M
May 16,2:20am,USD,yellow,FOMC Member Bowman Speaks,N/A,N/A,N/A
May 16,3:00am,USD,yellow,TIC Long-Term Purchases,100.5B,89.3B,62.9B
May 16,6:40am,AUD,yellow,RBA Assist Gov Hunter Speaks,N/A,N/A,N/A
May 16,6:50am,JPY,orange,Prelim GDP q/q,-0.5%,-0.3%,0.1%
May 16,6:50am,JPY,yellow,Prelim GDP Price Index y/y,3.6%,3.3%,3.9%
May 16,8:30am,AUD,red,Employment Change,38.5K,22.4K,-5.9K
May 16,8:30am,AUD,red,Unemployment Rate,4.1%,3.9%,3.9%
May 16,11:30am,JPY,yellow,Revised Industrial Production m/m,4.4%,3.4%,3.8%
May 16,3:00pm,EUR,orange,ECB Financial Stability Review,N/A,N/A,N/A
May 16,4:00pm,EUR,yellow,Italian Trade Balance,4.34B,4.77B,6.00B
May 16,6:00pm,GBP,yellow,MPC Member Greene Speaks,N/A,N/A,N/A
May 16,6:30pm,EUR,yellow,German Buba President Nagel Speaks,N/A,N/A,N/A
May 16,7:30pm,USD,red,Unemployment Claims,222K,219K,232K
May 16,7:30pm,USD,orange,Building Permits,1.44M,1.48M,1.49M
May 16,7:30pm,USD,orange,Philly Fed Manufacturing Index,4.5,7.7,15.5
May 16,7:30pm,USD,yellow,Housing Starts,1.36M,1.42M,1.29M
May 16,7:30pm,USD,yellow,Import Prices m/m,0.9%,0.2%,0.6%
May 16,8:15pm,USD,orange,Industrial Production m/m,0.0%,0.1%,0.1%
May 16,8:15pm,USD,yellow,Capacity Utilization Rate,78.4%,78.4%,78.5%
May 16,9:00pm,USD,yellow,FOMC Member Barr Speaks,N/A,N/A,N/A
May 16,9:23pm,USD,yellow,Mortgage Delinquencies,3.94%,N/A,3.88%
May 16,9:30pm,USD,yellow,Natural Gas Storage,70B,76B,79B
May 16,11:00pm,USD,yellow,FOMC Member Mester Speaks,N/A,N/A,N/A
May 17,2:50am,USD,yellow,FOMC Member Bostic Speaks,N/A,N/A,N/A
May 17,5:45am,NZD,yellow,PPI Input q/q,0.7%,0.6%,0.9%
May 17,5:45am,NZD,yellow,PPI Output q/q,0.9%,0.5%,0.7%
May 17,8:30am,CNY,yellow,New Home Prices m/m,-0.58%,N/A,-0.34%
May 17,9:00am,CNY,orange,Industrial Production y/y,6.7%,5.5%,4.5%
May 17,9:00am,CNY,orange,Retail Sales y/y,2.3%,3.7%,3.1%
May 17,9:00am,CNY,yellow,Fixed Asset Investment ytd/y,4.2%,4.6%,4.5%
May 17,9:00am,CNY,yellow,NBS Press Conference,N/A,N/A,N/A
May 17,9:00am,CNY,yellow,Unemployment Rate,5.0%,5.2%,5.2%
May 17,3:00pm,GBP,yellow,MPC Member Mann Speaks,N/A,N/A,N/A
May 17,4:00pm,EUR,yellow,Final Core CPI y/y,2.7%,2.7%,2.7%
May 17,4:00pm,EUR,yellow,Final CPI y/y,2.4%,2.4%,2.4%
May 17,7:30pm,CAD,yellow,Foreign Securities Purchases,14.37B,3.51B,-4.28B
May 17,9:00pm,USD,yellow,CB Leading Index m/m,-0.6%,-0.3%,-0.3%
May 17,9:15pm,USD,orange,FOMC Member Waller Speaks,N/A,N/A,N/A
May 17,11:15pm,USD,yellow,FOMC Member Daly Speaks,N/A,N/A,N/A
May 19,4:45am,USD,yellow,FOMC Member Kugler Speaks,N/A,N/A,N/A
May 20,2:30am,USD,orange,Fed Chair Powell Speaks,N/A,N/A,N/A
May 20,6:01am,GBP,yellow,Rightmove HPI m/m,0.8%,N/A,1.1%
May 20,8:15am,CNY,orange,1-y Loan Prime Rate,3.45%,3.45%,3.45%
May 20,8:15am,CNY,orange,5-y Loan Prime Rate,3.95%,3.95%,3.95%
May 20,11:30am,JPY,yellow,Tertiary Industry Activity m/m,-2.4%,0.1%,2.2%
May 20,All Day,CHF,gray,Bank Holiday,N/A,N/A,N/A
May 20,All Day,EUR,gray,French Bank Holiday,N/A,N/A,N/A
May 20,All Day,EUR,gray,German Bank Holiday,N/A,N/A,N/A
May 20,4:00pm,GBP,yellow,MPC Member Broadbent Speaks,N/A,N/A,N/A
May 20,6:30pm,USD,yellow,FOMC Member Bostic Speaks,N/A,N/A,N/A
May 20,All Day,CAD,gray,Bank Holiday,N/A,N/A,N/A
May 20,7:45pm,USD,yellow,FOMC Member Bostic Speaks,N/A,N/A,N/A
May 20,8:00pm,USD,orange,FOMC Member Waller Speaks,N/A,N/A,N/A
May 20,8:00pm,USD,yellow,FOMC Member Barr Speaks,N/A,N/A,N/A
May 20,9:30pm,USD,yellow,FOMC Member Jefferson Speaks,N/A,N/A,N/A
May 21,1:00am,USD,yellow,FOMC Member Mester Speaks,N/A,N/A,N/A
May 21,7:30am,AUD,yellow,Westpac Consumer Sentiment,-0.3%,N/A,-2.4%
May 21,8:30am,AUD,orange,Monetary Policy Meeting Minutes,N/A,N/A,N/A
May 21,10:00am,NZD,yellow,Credit Card Spending y/y,-0.6%,N/A,-0.6%
May 21,1:00pm,EUR,yellow,German PPI m/m,0.2%,0.3%,0.2%
May 21,3:00pm,EUR,orange,ECB President Lagarde Speaks,N/A,N/A,N/A
May 21,3:00pm,EUR,yellow,Current Account,35.8B,30.2B,28.9B
May 21,3:00pm,USD,orange,Treasury Sec Yellen Speaks,N/A,N/A,N/A
May 21,4:00pm,EUR,yellow,Trade Balance,17.3B,19.9B,16.7B
May 21,5:00pm,GBP,yellow,CBI Industrial Order Expectations,-33,-20,-23
May 21,7:30pm,CAD,red,CPI m/m,0.5%,0.5%,0.6%
May 21,7:30pm,CAD,red,Median CPI y/y,2.6%,2.7%,2.9%
May 21,7:30pm,CAD,red,Trimmed CPI y/y,2.9%,2.9%,3.2%
May 21,7:30pm,CAD,orange,Common CPI y/y,2.6%,2.8%,2.9%
May 21,7:32pm,CAD,yellow,Core CPI m/m,0.2%,N/A,0.5%
May 21,8:00pm,USD,orange,FOMC Member Waller Speaks,N/A,N/A,N/A
May 21,8:00pm,USD,yellow,FOMC Member Barkin Speaks,N/A,N/A,N/A
May 21,8:05pm,USD,yellow,FOMC Member Williams Speaks,N/A,N/A,N/A
May 21,8:10pm,USD,yellow,FOMC Member Bostic Speaks,N/A,N/A,N/A
May 21,9:42pm,NZD,yellow,GDT Price Index,3.3%,N/A,1.8%
May 21,10:45pm,USD,yellow,FOMC Member Barr Speaks,N/A,N/A,N/A
May 22,12:00am,GBP,red,BOE Gov Bailey Speaks,N/A,N/A,N/A
May 22,6:00am,USD,yellow,FOMC Member Mester Speaks,N/A,N/A,N/A
May 22,6:50am,JPY,yellow,Core Machinery Orders m/m,2.9%,-1.8%,7.7%
May 22,6:50am,JPY,yellow,Trade Balance,-0.56T,-0.72T,-0.68T
May 22,9:00am,NZD,red,Official Cash Rate,5.50%,5.50%,5.50%
May 22,9:00am,NZD,red,RBNZ Monetary Policy Statement,N/A,N/A,N/A
May 22,9:00am,NZD,red,RBNZ Rate Statement,N/A,N/A,N/A
May 22,10:00am,NZD,orange,RBNZ Press Conference,N/A,N/A,N/A
May 22,1:00pm,GBP,red,CPI y/y,2.3%,2.1%,3.2%
May 22,1:00pm,GBP,yellow,Core CPI y/y,3.9%,3.6%,4.2%
May 22,1:00pm,GBP,yellow,PPI Input m/m,0.6%,0.4%,-0.2%
May 22,1:00pm,GBP,yellow,PPI Output m/m,0.2%,0.4%,0.2%
May 22,1:00pm,GBP,yellow,Public Sector Net Borrowing,19.6B,18.5B,12.1B
May 22,1:00pm,GBP,yellow,RPI y/y,3.3%,3.3%,4.3%
May 22,3:30pm,GBP,yellow,HPI y/y,1.8%,0.1%,-0.2%
May 22,4:32pm,EUR,yellow,German 10-y Bond Auction,2.53|2.8,N/A,2.54|2.5
May 22,5:00pm,EUR,yellow,German Buba Monthly Report,N/A,N/A,N/A
May 22,7:45pm,GBP,yellow,MPC Member Breeden Speaks,N/A,N/A,N/A
May 22,9:00pm,USD,orange,Existing Home Sales,4.14M,4.21M,4.22M
May 22,9:30pm,USD,yellow,Crude Oil Inventories,1.8M,-2.4M,-2.5M
May 23,1:00am,USD,red,FOMC Meeting Minutes,N/A,N/A,N/A
May 23,3:10am,NZD,orange,RBNZ Gov Orr Speaks,N/A,N/A,N/A
May 23,5:45am,NZD,orange,Retail Sales q/q,0.5%,-0.3%,-1.8%
May 23,5:45am,NZD,yellow,Core Retail Sales q/q,0.4%,0.0%,-1.6%
May 23,6:00am,AUD,yellow,Flash Manufacturing PMI,49.6,N/A,49.6
May 23,6:00am,AUD,yellow,Flash Services PMI,53.1,N/A,53.6
May 23,7:30am,JPY,yellow,Flash Manufacturing PMI,50.5,49.7,49.6
May 23,8:00am,AUD,yellow,MI Inflation Expectations,4.1%,N/A,4.6%
May 23,2:15pm,EUR,red,French Flash Manufacturing PMI,46.7,45.8,45.3
May 23,2:15pm,EUR,red,French Flash Services PMI,49.4,51.8,51.3
May 23,2:30pm,EUR,red,German Flash Manufacturing PMI,45.4,43.4,42.5
May 23,2:30pm,EUR,red,German Flash Services PMI,53.9,53.5,53.2
May 23,3:00pm,EUR,orange,Flash Manufacturing PMI,47.4,46.2,45.7
May 23,3:00pm,EUR,orange,Flash Services PMI,53.3,53.6,53.3
