date,time,currency,impact,event,actual,forecast,previous
Aug 8,12:00pm,JPY,yellow,Economy Watchers Sentiment,47.5,47.4,47.0
Aug 8,7:30pm,USD,red,Unemployment Claims,233K,241K,250K
Aug 8,9:00pm,USD,yellow,Final Wholesale Inventories m/m,0.2%,0.2%,0.2%
Aug 8,9:30pm,USD,yellow,Natural Gas Storage,21B,22B,18B
Aug 9,12:01am,USD,orange,30-y Bond Auction,4.31|2.3,N/A,4.41|2.3
Aug 9,2:00am,USD,yellow,FOMC Member Barkin Speaks,N/A,N/A,N/A
Aug 9,6:50am,JPY,yellow,M2 Money Stock y/y,1.4%,1.6%,1.5%
Aug 9,8:30am,CNY,orange,CPI y/y,0.5%,0.3%,0.2%
Aug 9,8:30am,CNY,orange,PPI y/y,-0.8%,-0.9%,-0.8%
Aug 9,1:00pm,EUR,yellow,German Final CPI m/m,0.3%,0.3%,0.3%
Aug 9,2:00pm,CHF,yellow,SECO Consumer Climate,-32,-36,-37
Aug 9,4:00pm,EUR,yellow,Italian Trade Balance,5.07B,5.55B,6.38B
Aug 9,7:30pm,CAD,red,Employment Change,-2.8K,26.9K,-1.4K
Aug 9,7:30pm,CAD,red,Unemployment Rate,6.4%,6.5%,6.4%
Aug 12,All Day,JPY,gray,Bank Holiday,N/A,N/A,N/A
Aug 12,9:00am,AUD,yellow,RBA Deputy Gov Hauser Speaks,N/A,N/A,N/A
Aug 12,1:00pm,EUR,yellow,German WPI m/m,0.3%,0.2%,-0.3%
Aug 12,7:30pm,CAD,yellow,Building Permits m/m,-13.9%,5.6%,-12.7%
Aug 12,8:56pm,USD,yellow,Cleveland Fed Inflation Expectations,3.4%,N/A,3.8%
Aug 13,1:00am,USD,yellow,Federal Budget Balance,-243.7B,-238.1B,-66.0B
Aug 13,5:45am,NZD,yellow,Visitor Arrivals m/m,-0.2%,N/A,4.0%
Aug 13,6:50am,JPY,yellow,PPI y/y,3.0%,3.0%,2.9%
Aug 13,7:30am,AUD,yellow,Westpac Consumer Sentiment,2.8%,N/A,-1.1%
Aug 13,8:30am,AUD,red,Wage Price Index q/q,0.8%,0.9%,0.9%
Aug 13,8:30am,AUD,yellow,NAB Business Confidence,1,N/A,3
Aug 13,12:58pm,JPY,yellow,Prelim Machine Tool Orders y/y,8.4%,N/A,9.7%
Aug 13,1:00pm,GBP,red,Claimant Count Change,135.0K,14.5K,36.2K
Aug 13,1:00pm,GBP,orange,Average Earnings Index 3m/y,4.5%,4.6%,5.7%
Aug 13,1:00pm,GBP,yellow,Unemployment Rate,4.2%,4.5%,4.4%
Aug 13,4:00pm,EUR,yellow,German ZEW Economic Sentiment,19.2,32.6,41.8
Aug 13,4:00pm,EUR,yellow,ZEW Economic Sentiment,17.9,35.4,43.7
Aug 13,4:02pm,CNY,yellow,M2 Money Supply y/y,6.3%,6.0%,6.2%
Aug 13,4:03pm,CNY,orange,New Loans,260B,1280B,2130B
Aug 13,4:55pm,USD,yellow,NFIB Small Business Index,93.7,91.5,91.5
Aug 13,7:30pm,USD,red,Core PPI m/m,0.0%,0.2%,0.3%
Aug 13,7:30pm,USD,red,PPI m/m,0.1%,0.2%,0.2%
Aug 14,12:15am,USD,yellow,FOMC Member Bostic Speaks,N/A,N/A,N/A
Aug 14,9:00am,NZD,red,Official Cash Rate,5.25%,5.50%,5.50%
Aug 14,9:00am,NZD,red,RBNZ Monetary Policy Statement,N/A,N/A,N/A
Aug 14,9:00am,NZD,red,RBNZ Rate Statement,N/A,N/A,N/A
Aug 14,10:00am,NZD,orange,RBNZ Press Conference,N/A,N/A,N/A
Aug 14,1:00pm,GBP,red,CPI y/y,2.2%,2.3%,2.0%
Aug 14,1:00pm,GBP,yellow,Core CPI y/y,3.3%,3.4%,3.5%
Aug 14,1:00pm,GBP,yellow,PPI Input m/m,-0.1%,-0.3%,-0.4%
Aug 14,1:00pm,GBP,yellow,PPI Output m/m,0.0%,0.1%,-0.7%
Aug 14,1:00pm,GBP,yellow,RPI y/y,3.6%,3.4%,2.9%
Aug 14,1:45pm,EUR,yellow,French Final CPI m/m,0.2%,0.1%,0.1%
Aug 14,3:30pm,GBP,yellow,HPI y/y,2.7%,2.6%,2.7%
Aug 14,4:00pm,EUR,yellow,Flash Employment Change q/q,0.2%,0.2%,0.3%
Aug 14,4:00pm,EUR,yellow,Flash GDP q/q,0.3%,0.3%,0.3%
Aug 14,4:00pm,EUR,yellow,Industrial Production m/m,-0.1%,0.4%,-0.9%
Aug 14,4:34pm,EUR,yellow,German 30-y Bond Auction,2.45|2.8,N/A,2.59|2.6
Aug 14,7:30pm,USD,red,Core CPI m/m,0.2%,0.2%,0.1%
Aug 14,7:30pm,USD,red,CPI m/m,0.2%,0.2%,-0.1%
Aug 14,7:30pm,USD,red,CPI y/y,2.9%,3.0%,3.0%
Aug 14,9:30pm,USD,yellow,Crude Oil Inventories,1.4M,-1.9M,-3.7M
Aug 15,1:00am,NZD,orange,RBNZ Gov Orr Speaks,N/A,N/A,N/A
Aug 15,2:30am,NZD,orange,RBNZ Gov Orr Speaks,N/A,N/A,N/A
Aug 15,5:45am,NZD,yellow,FPI m/m,0.4%,N/A,1.0%
Aug 15,6:10am,NZD,orange,RBNZ Gov Orr Speaks,N/A,N/A,N/A
Aug 15,6:50am,JPY,yellow,Prelim GDP Price Index y/y,3.0%,2.6%,3.4%
Aug 15,6:50am,JPY,yellow,Prelim GDP q/q,0.8%,0.6%,-0.5%
Aug 15,8:00am,AUD,yellow,MI Inflation Expectations,4.5%,N/A,4.3%
Aug 15,8:30am,AUD,red,Employment Change,58.2K,20.2K,52.3K
Aug 15,8:30am,AUD,red,Unemployment Rate,4.2%,4.1%,4.1%
Aug 15,8:30am,CNY,yellow,New Home Prices m/m,-0.65%,-0.65%,-0.67%
Aug 15,9:00am,CNY,orange,Industrial Production y/y,5.1%,5.2%,5.3%
Aug 15,9:00am,CNY,orange,Retail Sales y/y,2.7%,2.6%,2.0%
Aug 15,9:00am,CNY,yellow,Fixed Asset Investment ytd/y,3.6%,3.9%,3.9%
Aug 15,9:00am,CNY,yellow,NBS Press Conference,N/A,N/A,N/A
Aug 15,9:00am,CNY,yellow,Unemployment Rate,5.2%,5.1%,5.0%
Aug 15,11:30am,JPY,yellow,Revised Industrial Production m/m,-4.2%,-3.6%,-3.6%
Aug 15,1:00pm,GBP,red,GDP m/m,0.0%,0.0%,0.4%
Aug 15,1:00pm,GBP,orange,Prelim GDP q/q,0.6%,0.6%,0.7%
Aug 15,1:00pm,GBP,yellow,Construction Output m/m,0.5%,-0.3%,1.7%
Aug 15,1:00pm,GBP,yellow,Goods Trade Balance,-18.9B,-16.0B,-18.6B
Aug 15,1:00pm,GBP,yellow,Index of Services 3m/3m,0.8%,0.9%,1.1%
Aug 15,1:00pm,GBP,yellow,Industrial Production m/m,0.8%,0.1%,0.3%
Aug 15,1:00pm,GBP,yellow,Manufacturing Production m/m,1.1%,0.2%,0.3%
Aug 15,1:00pm,GBP,yellow,Prelim Business Investment q/q,-0.1%,0.4%,0.5%
Aug 15,All Day,EUR,gray,French Bank Holiday,N/A,N/A,N/A
Aug 15,All Day,EUR,gray,Italian Bank Holiday,N/A,N/A,N/A
Aug 15,1:30pm,CHF,yellow,PPI m/m,0.0%,0.2%,0.0%
Aug 15,6:02pm,GBP,yellow,NIESR GDP Estimate,0.5%,N/A,0.6%
Aug 15,7:30pm,CAD,yellow,Wholesale Sales m/m,-0.6%,-0.6%,-1.2%
Aug 15,7:30pm,USD,red,Core Retail Sales m/m,0.4%,0.1%,0.5%
Aug 15,7:30pm,USD,red,Retail Sales m/m,1.0%,0.4%,-0.2%
Aug 15,7:30pm,USD,red,Unemployment Claims,227K,236K,234K
Aug 15,7:30pm,USD,orange,Empire State Manufacturing Index,-4.7,-5.9,-6.6
Aug 15,7:30pm,USD,orange,Philly Fed Manufacturing Index,-7.0,5.4,13.9
Aug 15,7:30pm,USD,yellow,Import Prices m/m,0.1%,-0.1%,0.0%
Aug 15,8:10pm,USD,yellow,FOMC Member Musalem Speaks,N/A,N/A,N/A
Aug 15,8:15pm,USD,yellow,Capacity Utilization Rate,77.8%,78.5%,78.4%
Aug 15,8:15pm,USD,yellow,Industrial Production m/m,-0.6%,-0.3%,0.3%
Aug 15,9:00pm,USD,yellow,Business Inventories m/m,0.3%,0.3%,0.5%
Aug 15,9:00pm,USD,yellow,NAHB Housing Market Index,39,43,41
Aug 15,9:23pm,USD,yellow,Mortgage Delinquencies,3.97%,N/A,3.94%
Aug 15,9:30pm,AUD,yellow,CB Leading Index m/m,-0.1%,N/A,0.3%
Aug 15,9:30pm,USD,yellow,Natural Gas Storage,-6B,3B,21B
Aug 16,12:10am,USD,yellow,FOMC Member Harker Speaks,N/A,N/A,N/A
Aug 16,3:00am,USD,yellow,TIC Long-Term Purchases,96.1B,56.3B,-54.1B
Aug 16,5:30am,NZD,yellow,BusinessNZ Manufacturing Index,44.0,N/A,41.2
Aug 16,5:45am,NZD,yellow,PPI Input q/q,1.4%,0.5%,0.7%
Aug 16,5:45am,NZD,yellow,PPI Output q/q,1.1%,0.6%,0.8%
Aug 16,6:30am,AUD,red,RBA Gov Bullock Speaks,N/A,N/A,N/A
Aug 16,9:30am,NZD,orange,RBNZ Gov Orr Speaks,N/A,N/A,N/A
Aug 16,11:30am,JPY,yellow,Tertiary Industry Activity m/m,-1.3%,0.3%,0.6%
Aug 16,1:00pm,GBP,red,Retail Sales m/m,0.5%,0.6%,-0.9%
Aug 16,4:00pm,EUR,yellow,Trade Balance,17.5B,13.3B,12.4B
Aug 16,4:18pm,CNY,yellow,Foreign Direct Investment ytd/y,-29.6%,N/A,-29.1%
Aug 16,7:15pm,CAD,yellow,Housing Starts,280K,246K,242K
Aug 16,7:30pm,CAD,yellow,Foreign Securities Purchases,5.17B,15.90B,21.07B
Aug 16,7:30pm,CAD,yellow,Manufacturing Sales m/m,-2.1%,-2.3%,0.2%
Aug 16,7:30pm,USD,orange,Building Permits,1.40M,1.43M,1.45M
Aug 16,7:30pm,USD,yellow,Housing Starts,1.24M,1.34M,1.33M
Aug 16,8:30pm,GBP,yellow,CB Leading Index m/m,-0.1%,N/A,-0.1%
Aug 16,9:00pm,USD,orange,Prelim UoM Consumer Sentiment,67.8,66.7,66.4
Aug 16,9:00pm,USD,orange,Prelim UoM Inflation Expectations,2.9%,N/A,2.9%
Aug 17,12:25am,USD,yellow,FOMC Member Goolsbee Speaks,N/A,N/A,N/A
Aug 19,5:30am,NZD,yellow,BusinessNZ Services Index,44.6,N/A,40.7
Aug 19,6:01am,GBP,yellow,Rightmove HPI m/m,-1.5%,N/A,-0.4%
Aug 19,6:50am,JPY,yellow,Core Machinery Orders m/m,2.1%,0.9%,-3.2%
Aug 19,8:15pm,USD,orange,FOMC Member Waller Speaks,N/A,N/A,N/A
Aug 19,9:00pm,USD,yellow,CB Leading Index m/m,-0.6%,-0.4%,-0.2%
Aug 20,5:45am,NZD,yellow,Trade Balance,-963M,331M,585M
Aug 20,8:03am,CNY,orange,1-y Loan Prime Rate,3.35%,3.35%,3.35%
Aug 20,8:03am,CNY,orange,5-y Loan Prime Rate,3.85%,3.85%,3.85%
Aug 20,8:30am,AUD,orange,Monetary Policy Meeting Minutes,N/A,N/A,N/A
Aug 20,1:00pm,CHF,yellow,Trade Balance,4.89B,5.44B,6.12B
Aug 20,1:00pm,EUR,yellow,German PPI m/m,0.2%,0.2%,0.2%
Aug 20,3:00pm,EUR,yellow,Current Account,50.5B,37.0B,37.6B
Aug 20,4:00pm,EUR,yellow,Final Core CPI y/y,2.9%,2.9%,2.9%
Aug 20,4:00pm,EUR,yellow,Final CPI y/y,2.6%,2.6%,2.6%
Aug 20,4:30pm,CHF,orange,SNB Chairman Jordan Speaks,N/A,N/A,N/A
Aug 20,5:00pm,EUR,yellow,German Buba Monthly Report,N/A,N/A,N/A
Aug 20,7:30pm,CAD,red,CPI m/m,0.4%,0.4%,-0.1%
Aug 20,7:30pm,CAD,red,Median CPI y/y,2.4%,2.5%,2.6%
Aug 20,7:30pm,CAD,red,Trimmed CPI y/y,2.7%,2.8%,2.8%
Aug 20,7:30pm,CAD,orange,Common CPI y/y,2.2%,2.2%,2.3%
Aug 20,7:30pm,CAD,yellow,Core CPI m/m,0.3%,N/A,-0.1%
Aug 20,7:30pm,CAD,yellow,NHPI m/m,0.2%,0.0%,-0.2%
Aug 20,10:12pm,NZD,yellow,GDT Price Index,5.5%,N/A,0.5%
Aug 21,12:35am,USD,yellow,FOMC Member Bostic Speaks,N/A,N/A,N/A
Aug 21,1:45am,USD,yellow,FOMC Member Barr Speaks,N/A,N/A,N/A
Aug 21,6:50am,JPY,yellow,Trade Balance,-0.76T,-0.72T,-0.82T
Aug 21,7:30am,AUD,yellow,MI Leading Index m/m,0.0%,N/A,0.0%
Aug 21,10:00am,NZD,yellow,Credit Card Spending y/y,-3.8%,N/A,-3.1%
Aug 21,1:00pm,GBP,yellow,Public Sector Net Borrowing,2.2B,0.5B,12.6B
Aug 21,4:38pm,EUR,yellow,German 10-y Bond Auction,2.22|2.0,N/A,2.43|1.8
Aug 21,7:30pm,CAD,yellow,IPPI m/m,0.0%,-0.3%,-0.1%
Aug 21,7:30pm,CAD,yellow,RMPI m/m,0.7%,-0.7%,-1.7%
Aug 21,9:30pm,USD,orange,Crude Oil Inventories,-4.6M,-2.0M,1.4M
Aug 22,1:00am,USD,red,FOMC Meeting Minutes,N/A,N/A,N/A
Aug 22,6:00am,AUD,yellow,Flash Manufacturing PMI,48.7,N/A,47.5
Aug 22,6:00am,AUD,yellow,Flash Services PMI,52.2,N/A,50.4
Aug 22,7:30am,JPY,yellow,Flash Manufacturing PMI,49.5,49.8,49.1
Aug 22,2:15pm,EUR,red,French Flash Manufacturing PMI,42.1,44.4,44.0
Aug 22,2:15pm,EUR,red,French Flash Services PMI,55.0,50.2,50.1
Aug 22,2:30pm,EUR,red,German Flash Manufacturing PMI,42.1,43.4,43.2
Aug 22,2:30pm,EUR,red,German Flash Services PMI,51.4,52.3,52.5
Aug 22,3:00pm,EUR,orange,Flash Manufacturing PMI,45.6,45.7,45.8
Aug 22,3:00pm,EUR,orange,Flash Services PMI,53.3,51.7,51.9
Aug 22,3:30pm,GBP,red,Flash Manufacturing PMI,52.5,52.1,52.1
Aug 22,3:30pm,GBP,red,Flash Services PMI,53.3,52.8,52.5
Aug 22,5:00pm,GBP,yellow,CBI Industrial Order Expectations,-22,-26,-32
Aug 22,6:30pm,EUR,yellow,ECB Monetary Policy Meeting Accounts,N/A,N/A,N/A
Aug 22,7:30pm,USD,red,Unemployment Claims,232K,232K,228K
Aug 22,7:30pm,USD,yellow,FOMC Member Collins Speaks,N/A,N/A,N/A
Aug 22,8:45pm,USD,red,Flash Manufacturing PMI,48.0,49.5,49.6
Aug 22,8:45pm,USD,red,Flash Services PMI,55.2,54.0,55.0
Aug 22,9:00pm,EUR,yellow,Consumer Confidence,-13,-13,-13
Aug 22,9:00pm,USD,orange,Existing Home Sales,3.95M,3.94M,3.90M
Aug 22,9:00pm,USD,yellow,FOMC Member Harker Speaks,N/A,N/A,N/A
Aug 22,9:30pm,USD,yellow,Natural Gas Storage,35B,26B,-6B
Aug 23,5:45am,NZD,orange,Retail Sales q/q,-1.2%,-1.0%,0.4%
Aug 23,5:45am,NZD,yellow,Core Retail Sales q/q,-1.0%,-0.8%,0.3%
Aug 23,6:01am,GBP,yellow,GfK Consumer Confidence,-13,-12,-13
Aug 23,6:30am,JPY,yellow,National Core CPI y/y,2.7%,2.7%,2.6%
Aug 23,7:33am,JPY,red,BOJ Gov Ueda Speaks,N/A,N/A,N/A
Aug 23,11:00am,JPY,red,BOJ Gov Ueda Speaks,N/A,N/A,N/A
Aug 23,7:00pm,USD,orange,FOMC Member Bostic Speaks,N/A,N/A,N/A
Aug 23,7:30pm,CAD,red,Core Retail Sales m/m,0.3%,-0.2%,-1.2%
Aug 23,7:30pm,CAD,red,Retail Sales m/m,-0.3%,-0.3%,-0.8%
Aug 23,7:30pm,CAD,yellow,Corporate Profits q/q,1.5%,N/A,0.6%
Aug 23,8:00pm,USD,yellow,FOMC Member Bostic Speaks,N/A,N/A,N/A
Aug 23,9:00pm,USD,red,Fed Chair Powell Speaks,N/A,N/A,N/A
Aug 23,9:00pm,USD,orange,New Home Sales,739K,624K,668K
Aug 23,10:00pm,GBP,red,BOE Gov Bailey Speaks,N/A,N/A,N/A
Aug 23,10:00pm,USD,orange,FOMC Member Harker Speaks,N/A,N/A,N/A
Aug 23,11:30pm,USD,orange,FOMC Member Goolsbee Speaks,N/A,N/A,N/A
Aug 24,12:45am,USD,yellow,FOMC Member Goolsbee Speaks,N/A,N/A,N/A
Aug 24,1:15am,USD,yellow,FOMC Member Goolsbee Speaks,N/A,N/A,N/A
Aug 26,All Day,GBP,gray,Bank Holiday,N/A,N/A,N/A
Aug 26,3:00pm,EUR,orange,German ifo Business Climate,86.6,86.0,87.0
Aug 26,7:30pm,USD,orange,Core Durable Goods Orders m/m,-0.2%,0.0%,0.4%
Aug 26,7:30pm,USD,orange,Durable Goods Orders m/m,9.9%,4.0%,-6.7%
Aug 26,8:00pm,CNY,yellow,CB Leading Index m/m,0.0%,N/A,-0.3%
Aug 26,8:00pm,EUR,yellow,Belgian NBB Business Climate,-12.6,-12.6,-12.3
Aug 27,6:01am,GBP,yellow,BRC Shop Price Index y/y,-0.3%,N/A,0.2%
Aug 27,6:50am,JPY,yellow,SPPI y/y,2.8%,2.9%,3.1%
Aug 27,12:00pm,JPY,yellow,BOJ Core CPI y/y,1.8%,2.1%,2.1%
Aug 27,1:00pm,EUR,yellow,German GfK Consumer Climate,-22.0,-18.3,-18.6
