date,time,currency,impact,event,actual,forecast,previous
Jan 26,8:30pm,USD,red,Core PCE Price Index m/m,0.2%,0.2%,0.1%
Jan 26,8:30pm,USD,yellow,Personal Income m/m,0.3%,0.3%,0.4%
Jan 26,8:30pm,USD,yellow,Personal Spending m/m,0.7%,0.5%,0.4%
Jan 26,10:00pm,USD,orange,Pending Home Sales m/m,8.3%,2.1%,-0.3%
Jan 29,4:45am,NZD,yellow,Trade Balance,-323M,-975M,-1250M
Jan 29,9:00pm,CNY,yellow,CB Leading Index m/m,-0.3%,N/A,-0.5%
Jan 30,6:30am,JPY,yellow,Unemployment Rate,2.4%,2.5%,2.5%
Jan 30,7:01am,GBP,yellow,BRC Shop Price Index y/y,2.9%,N/A,4.3%
Jan 30,7:30am,AUD,orange,Retail Sales m/m,-2.7%,-1.9%,1.6%
Jan 30,1:30pm,EUR,yellow,French Consumer Spending m/m,0.3%,0.0%,0.6%
Jan 30,1:30pm,EUR,yellow,French Flash GDP q/q,0.0%,0.0%,-0.1%
Jan 30,2:00pm,CHF,yellow,Trade Balance,1.25B,2.55B,3.83B
Jan 30,3:00pm,CHF,yellow,KOF Economic Barometer,101.5,98.3,98.0
Jan 30,3:00pm,EUR,orange,Spanish Flash CPI y/y,3.4%,3.0%,3.1%
Jan 30,3:00pm,EUR,yellow,Spanish Flash GDP q/q,0.6%,0.2%,0.4%
Jan 30,4:00pm,EUR,yellow,Italian Prelim GDP q/q,0.2%,0.0%,0.1%
Jan 30,4:00pm,EUR,yellow,German Prelim GDP q/q,-0.3%,-0.3%,0.0%
Jan 30,4:30pm,GBP,yellow,M4 Money Supply m/m,0.5%,0.2%,-0.1%
Jan 30,4:30pm,GBP,yellow,Mortgage Approvals,50K,53K,49K
Jan 30,4:30pm,GBP,yellow,Net Lending to Individuals m/m,0.4B,1.5B,2.1B
Jan 30,5:00pm,EUR,yellow,Prelim Flash GDP q/q,0.0%,-0.1%,-0.1%
Jan 30,5:19pm,EUR,yellow,Italian 10-y Bond Auction,3.69|1.7,N/A,4.17|1.4
Jan 30,9:00pm,USD,orange,S&P/CS Composite-20 HPI y/y,5.4%,5.8%,4.9%
Jan 30,9:00pm,USD,yellow,HPI m/m,0.3%,0.3%,0.3%
Jan 30,10:00pm,USD,red,CB Consumer Confidence,114.8,114.2,108.0
Jan 30,10:00pm,USD,red,JOLTS Job Openings,9.03M,8.73M,8.93M
Jan 30,10:30pm,EUR,yellow,German Buba President Nagel Speaks,N/A,N/A,N/A
Jan 31,6:50am,JPY,yellow,BOJ Summary of Opinions,N/A,N/A,N/A
Jan 31,6:50am,JPY,yellow,Prelim Industrial Production m/m,1.8%,2.5%,-0.9%
Jan 31,6:50am,JPY,yellow,Retail Sales y/y,2.1%,5.0%,5.4%
Jan 31,7:00am,NZD,yellow,ANZ Business Confidence,36.6,N/A,33.2
Jan 31,7:30am,AUD,red,CPI q/q,0.6%,0.8%,1.2%
Jan 31,7:30am,AUD,red,CPI y/y,3.4%,3.7%,4.3%
Jan 31,7:30am,AUD,red,Trimmed Mean CPI q/q,0.8%,0.9%,1.2%
Jan 31,7:30am,AUD,yellow,Private Sector Credit m/m,0.4%,0.4%,0.4%
Jan 31,8:30am,CNY,red,Manufacturing PMI,49.2,49.3,49.0
Jan 31,8:30am,CNY,orange,Non-Manufacturing PMI,50.7,50.6,50.4
Jan 31,12:00pm,JPY,yellow,Consumer Confidence,38.0,37.6,37.2
Jan 31,12:00pm,JPY,yellow,Housing Starts y/y,-4.0%,-6.6%,-8.5%
Jan 31,2:00pm,EUR,yellow,German Import Prices m/m,-1.1%,-0.6%,-0.1%
Jan 31,2:00pm,EUR,yellow,German Retail Sales m/m,-1.6%,0.6%,-0.8%
Jan 31,2:00pm,GBP,yellow,Nationwide HPI m/m,0.7%,0.1%,0.0%
Jan 31,All Day,EUR,red,German Prelim CPI m/m,0.2%,0.1%,0.1%
Jan 31,2:30pm,CHF,yellow,Retail Sales y/y,-0.8%,0.9%,-1.5%
Jan 31,2:45pm,EUR,yellow,French Prelim CPI m/m,-0.2%,0.0%,0.1%
Jan 31,3:55pm,EUR,yellow,German Unemployment Change,-2K,11K,2K
Jan 31,4:00pm,CHF,yellow,UBS Economic Expectations,-19.5,N/A,-23.7
Jan 31,4:00pm,EUR,yellow,Italian Monthly Unemployment Rate,7.2%,7.5%,7.4%
Jan 31,5:32pm,EUR,yellow,German 10-y Bond Auction,2.23|1.8,N/A,2.19|1.7
Jan 31,8:15pm,USD,red,ADP Non-Farm Employment Change,107K,148K,158K
Jan 31,8:30pm,CAD,red,GDP m/m,0.2%,0.1%,0.0%
Jan 31,8:30pm,USD,red,Employment Cost Index q/q,0.9%,1.0%,1.1%
Jan 31,9:45pm,USD,orange,Chicago PMI,46.0,47.9,46.9
Jan 31,10:30pm,USD,yellow,Crude Oil Inventories,1.2M,-0.8M,-9.2M
