event_date,time_raw,event_datetime_utc,event_datetime_hcm,currency,impact,event,actual,forecast,previous,source_timezone,updated_at
2026-02-20,8:30pm,2026-02-20T13:30:00+00:00,2026-02-20T20:30:00+07:00,USD,yellow,Personal Income m/m,0.3%,0.3%,0.4%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,8:30pm,2026-02-20T13:30:00+00:00,2026-02-20T20:30:00+07:00,USD,yellow,Personal Spending m/m,0.4%,0.4%,0.4%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,9:45pm,2026-02-20T14:45:00+00:00,2026-02-20T21:45:00+07:00,USD,yellow,FOMC Member Bostic Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,9:45pm,2026-02-20T14:45:00+00:00,2026-02-20T21:45:00+07:00,USD,red,Flash Manufacturing PMI,51.2,52.4,52.4,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,9:45pm,2026-02-20T14:45:00+00:00,2026-02-20T21:45:00+07:00,USD,red,Flash Services PMI,52.3,53.0,52.7,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-20,Nov Data,,,USD,orange,New Home Sales,758K,,737K,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-21,3:30am,2026-02-20T20:30:00+00:00,2026-02-21T03:30:00+07:00,USD,yellow,FOMC Member Musalem Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-23,10:00pm,2026-02-23T15:00:00+00:00,2026-02-23T22:00:00+07:00,USD,yellow,Factory Orders m/m,-0.7%,-0.4%,2.7%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-23,2:30pm,2026-02-23T07:30:00+00:00,2026-02-23T14:30:00+07:00,CHF,yellow,PPI m/m,-0.2%,0.1%,-0.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-23,4:00pm,2026-02-23T09:00:00+00:00,2026-02-23T16:00:00+07:00,EUR,yellow,German ifo Business Climate,88.6,88.4,87.6,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-23,6:00pm,2026-02-23T11:00:00+00:00,2026-02-23T18:00:00+07:00,GBP,yellow,MPC Member Taylor Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-23,8:00pm,2026-02-23T13:00:00+00:00,2026-02-23T20:00:00+07:00,USD,orange,FOMC Member Waller Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-23,8:26pm,2026-02-23T13:26:00+00:00,2026-02-23T20:26:00+07:00,EUR,yellow,Belgian NBB Business Climate,-13.7,-7.5,-8.8,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-23,9:00am,2026-02-23T02:00:00+00:00,2026-02-23T09:00:00+07:00,NZD,yellow,Credit Card Spending y/y,1.0%,,-0.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-24,10:00pm,2026-02-24T15:00:00+00:00,2026-02-24T22:00:00+07:00,CNY,yellow,5-y Loan Prime Rate,3.50%,3.50%,3.50%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-24,10:00pm,2026-02-24T15:00:00+00:00,2026-02-24T22:00:00+07:00,USD,orange,CB Consumer Confidence,91.2,87.4,89.0,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-24,10:00pm,2026-02-24T15:00:00+00:00,2026-02-24T22:00:00+07:00,USD,yellow,Final Wholesale Inventories m/m,0.2%,0.2%,0.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-24,10:00pm,2026-02-24T15:00:00+00:00,2026-02-24T22:00:00+07:00,USD,orange,Richmond Manufacturing Index,-10,-8,-6,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-24,6:00pm,2026-02-24T11:00:00+00:00,2026-02-24T18:00:00+07:00,GBP,yellow,CBI Realized Sales,-43,-27,-17,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-24,8:00pm,2026-02-24T13:00:00+00:00,2026-02-24T20:00:00+07:00,USD,yellow,FOMC Member Goolsbee Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-24,8:15pm,2026-02-24T13:15:00+00:00,2026-02-24T20:15:00+07:00,USD,yellow,ADP Weekly Employment Change,12.8K,,11.5K,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-24,9:00pm,2026-02-24T14:00:00+00:00,2026-02-24T21:00:00+07:00,USD,yellow,FOMC Member Bostic Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-24,9:00pm,2026-02-24T14:00:00+00:00,2026-02-24T21:00:00+07:00,USD,yellow,FOMC Member Collins Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-24,9:00pm,2026-02-24T14:00:00+00:00,2026-02-24T21:00:00+07:00,USD,yellow,HPI m/m,0.1%,0.3%,0.7%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-24,9:00pm,2026-02-24T14:00:00+00:00,2026-02-24T21:00:00+07:00,USD,yellow,S&P/CS Composite-20 HPI y/y,1.4%,1.3%,1.4%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-24,9:15pm,2026-02-24T14:15:00+00:00,2026-02-24T21:15:00+07:00,GBP,orange,Monetary Policy Report Hearings,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-24,9:15pm,2026-02-24T14:15:00+00:00,2026-02-24T21:15:00+07:00,USD,yellow,FOMC Member Waller Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-24,9:30pm,2026-02-24T14:30:00+00:00,2026-02-24T21:30:00+07:00,USD,yellow,FOMC Member Cook Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-25,10:00pm,2026-02-25T15:00:00+00:00,2026-02-25T22:00:00+07:00,USD,yellow,FOMC Member Collins Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-25,10:30pm,2026-02-25T15:30:00+00:00,2026-02-25T22:30:00+07:00,USD,yellow,Crude Oil Inventories,16.0M,1.8M,-9.0M,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-25,11:00pm,2026-02-25T16:00:00+00:00,2026-02-25T23:00:00+07:00,USD,yellow,FOMC Member Schmid Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-25,12:00pm,2026-02-25T05:00:00+00:00,2026-02-25T12:00:00+07:00,JPY,yellow,BOJ Core CPI y/y,1.7%,1.8%,1.9%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-25,2:00pm,2026-02-25T07:00:00+00:00,2026-02-25T14:00:00+07:00,EUR,yellow,German Final GDP q/q,0.3%,0.3%,0.3%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-25,2:00pm,2026-02-25T07:00:00+00:00,2026-02-25T14:00:00+07:00,EUR,yellow,German GfK Consumer Climate,-24.7,-23.0,-24.2,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-25,3:40pm,2026-02-25T08:40:00+00:00,2026-02-25T15:40:00+07:00,AUD,orange,RBA Gov Bullock Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-25,4:00pm,2026-02-25T09:00:00+00:00,2026-02-25T16:00:00+07:00,CHF,yellow,UBS Economic Expectations,9.8,,-4.7,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-25,4:30am,2026-02-24T21:30:00+00:00,2026-02-25T04:30:00+07:00,USD,yellow,API Weekly Statistical Bulletin,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-25,5:00pm,2026-02-25T10:00:00+00:00,2026-02-25T17:00:00+07:00,EUR,yellow,Final CPI y/y,1.7%,1.7%,1.7%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-25,5:00pm,2026-02-25T10:00:00+00:00,2026-02-25T17:00:00+07:00,EUR,yellow,Final Core CPI y/y,2.2%,2.2%,2.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-25,6:50am,2026-02-24T23:50:00+00:00,2026-02-25T06:50:00+07:00,JPY,yellow,SPPI y/y,2.6%,2.6%,2.6%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-25,7:30am,2026-02-25T00:30:00+00:00,2026-02-25T07:30:00+07:00,AUD,yellow,Construction Work Done q/q,-0.1%,1.2%,0.1%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-25,8:30pm,2026-02-25T13:30:00+00:00,2026-02-25T20:30:00+07:00,CAD,yellow,Corporate Profits q/q,-1.6%,,7.6%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-25,9:00am,2026-02-25T02:00:00+00:00,2026-02-25T09:00:00+07:00,USD,red,President Trump Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-25,9:00pm,2026-02-25T14:00:00+00:00,2026-02-25T21:00:00+07:00,CNY,yellow,CB Leading Index m/m,-0.3%,,0.0%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-25,9:30pm,2026-02-25T14:30:00+00:00,2026-02-25T21:30:00+07:00,USD,yellow,FOMC Member Barkin Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-25,9:45pm,2026-02-25T14:45:00+00:00,2026-02-25T21:45:00+07:00,AUD,red,CPI y/y,3.8%,3.7%,3.8%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-25,9:45pm,2026-02-25T14:45:00+00:00,2026-02-25T21:45:00+07:00,AUD,red,Trimmed Mean CPI m/m,0.3%,0.4%,0.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-26,10:00pm,2026-02-26T15:00:00+00:00,2026-02-26T22:00:00+07:00,USD,yellow,FOMC Member Bowman Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-26,10:30pm,2026-02-26T15:30:00+00:00,2026-02-26T22:30:00+07:00,USD,yellow,Natural Gas Storage,-52B,-36B,-144B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-26,4:00pm,2026-02-26T09:00:00+00:00,2026-02-26T16:00:00+07:00,EUR,yellow,M3 Money Supply y/y,3.3%,2.9%,2.8%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-26,4:00pm,2026-02-26T09:00:00+00:00,2026-02-26T16:00:00+07:00,EUR,yellow,Private Loans y/y,3.0%,3.1%,3.0%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-26,4:00pm,2026-02-26T09:00:00+00:00,2026-02-26T16:00:00+07:00,GBP,yellow,MPC Member Lombardelli Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-26,5:06pm,2026-02-26T10:06:00+00:00,2026-02-26T17:06:00+07:00,EUR,yellow,Italian 10-y Bond Auction,3.31|1.5,,3.44|1.6,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-26,7:00am,2026-02-26T00:00:00+00:00,2026-02-26T07:00:00+07:00,NZD,yellow,ANZ Business Confidence,59.2,,64.1,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-26,7:30am,2026-02-26T00:30:00+00:00,2026-02-26T07:30:00+07:00,AUD,yellow,Private Capital Expenditure q/q,0.4%,-0.1%,6.4%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-26,7:30am,2026-02-26T00:30:00+00:00,2026-02-26T07:30:00+07:00,AUD,yellow,RBA Bulletin,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-26,8:30pm,2026-02-26T13:30:00+00:00,2026-02-26T20:30:00+07:00,CAD,yellow,Current Account,-0.7B,-8.2B,-5.3B,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,10:00pm,2026-02-27T15:00:00+00:00,2026-02-27T22:00:00+07:00,USD,yellow,Construction Spending m/m,0.3%,0.2%,-0.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,10:30pm,2026-02-27T15:30:00+00:00,2026-02-27T22:30:00+07:00,JPY,yellow,Retail Sales y/y,1.8%,0.1%,-0.9%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,12:00pm,2026-02-27T05:00:00+00:00,2026-02-27T12:00:00+07:00,JPY,yellow,Housing Starts y/y,-0.4%,-1.9%,-1.3%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,2:00pm,2026-02-27T07:00:00+00:00,2026-02-27T14:00:00+07:00,EUR,yellow,German Import Prices m/m,1.1%,0.6%,-0.1%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,2:45pm,2026-02-27T07:45:00+00:00,2026-02-27T14:45:00+07:00,EUR,yellow,French Consumer Spending m/m,0.5%,0.4%,-0.5%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,2:45pm,2026-02-27T07:45:00+00:00,2026-02-27T14:45:00+07:00,EUR,yellow,French Prelim CPI m/m,0.7%,0.5%,-0.3%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,2:45pm,2026-02-27T07:45:00+00:00,2026-02-27T14:45:00+07:00,EUR,yellow,French Prelim GDP q/q,0.2%,0.2%,0.2%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,2:48pm,2026-02-27T07:48:00+00:00,2026-02-27T14:48:00+07:00,EUR,yellow,French Final Private Payrolls q/q,-0.1%,-0.1%,-0.1%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,3:00pm,2026-02-27T08:00:00+00:00,2026-02-27T15:00:00+07:00,CHF,yellow,GDP q/q,0.1%,0.2%,-0.4%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,3:00pm,2026-02-27T08:00:00+00:00,2026-02-27T15:00:00+07:00,CHF,yellow,KOF Economic Barometer,104.2,103.0,103.3,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,3:00pm,2026-02-27T08:00:00+00:00,2026-02-27T15:00:00+07:00,EUR,yellow,Spanish Flash CPI y/y,2.3%,2.2%,2.3%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,3:55pm,2026-02-27T08:55:00+00:00,2026-02-27T15:55:00+07:00,EUR,yellow,German Unemployment Change,1K,2K,1K,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,7:01am,2026-02-27T00:01:00+00:00,2026-02-27T07:01:00+07:00,GBP,yellow,GfK Consumer Confidence,-19,-15,-16,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,7:30am,2026-02-27T00:30:00+00:00,2026-02-27T07:30:00+07:00,AUD,yellow,Private Sector Credit m/m,0.5%,0.7%,0.8%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,8:00pm,2026-02-27T13:00:00+00:00,2026-02-27T20:00:00+07:00,GBP,yellow,MPC Member Pill Speaks,,,,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,9:00am,2026-02-27T02:00:00+00:00,2026-02-27T09:00:00+07:00,USD,red,Core PPI m/m,0.8%,0.3%,0.6%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,9:00am,2026-02-27T02:00:00+00:00,2026-02-27T09:00:00+07:00,USD,red,PPI m/m,0.5%,0.3%,0.4%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,9:45pm,2026-02-27T14:45:00+00:00,2026-02-27T21:45:00+07:00,USD,yellow,Chicago PMI,57.7,52.0,54.0,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,All Day,,,EUR,orange,German Prelim CPI m/m,0.2%,0.5%,0.1%,Asia/Novosibirsk,2026-09-03T06:47:30Z
2026-02-27,Nov Data,,,USD,yellow,Construction Spending m/m,-0.2%,,-0.1%,Asia/Novosibirsk,2026-09-03T06:47:30Z
